country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
US,aromas light note herb citrus tropical fruit palate bite generous show please herb tropical fruit note accent tart acidity ,Horse Heaven Vineyard,88,15.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2015 Horse Heaven Vineyard Sauvignon Blanc (Horse Heaven Hills),Sauvignon Blanc,Chateau Ste. Michelle
US,brood aromas incense cedar herb cherry follow lithe fruit flavor deft expression variety ,,88,38.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Damsel 2013 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Damsel
France,blend vines grow granite richer gabbro soil full wine creamy white fruit acidity fully integrate smooth texture crispness come end give bright aftertaste plenty acidity ,Les 2 Terres Sur Lie,88,14.0,Loire Valley,Muscadet Sèvre et Maine,,Roger Voss,@vossroger,Domaine des Cognettes 2014 Les 2 Terres Sur Lie  (Muscadet Sèvre et Maine),Melon,Domaine des Cognettes
France,wine ripe balance likely ready drink soon plump fruitiness texture full wine rich redberry fruit gently balance acidity support light layer tannins drinkable late 2017 ,Charmes,88,32.0,Burgundy,Santenay,,Roger Voss,@vossroger,Domaine Julie Belland 2014 Charmes  (Santenay),Pinot Noir,Domaine Julie Belland
France,wine come highest point slope santenay give attractive cool crisp character delicious refresh acidity well ripe pear flavor balance minerally fine acidity aftertaste confirm wine ready drink ,Comme Dessus,88,35.0,Burgundy,Santenay,,Roger Voss,@vossroger,Domaine Julie Belland 2014 Comme Dessus  (Santenay),Chardonnay,Domaine Julie Belland
France,young fruity spicy cabernet franc perfume ready drink wine structure tight offer delicious red fruit drink wine lightly chill salmon well meat dish ,,88,20.0,Loire Valley,Saint-Nicolas-de-Bourgueil,,Roger Voss,@vossroger,Domaine les Pins 2015  Saint-Nicolas-de-Bourgueil,Cabernet Franc,Domaine les Pins
Italy,round ripe open fruity aromas ripe apple yellow stone fruit soft juicy palate deliver peach pineapple banana hint mineral signal finish ,Runcaris,88,13.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Fattori 2015 Runcaris  (Soave),Garganega,Fattori
Italy,aromas chamomile flower spanish broom orchard fruit lift glass ripe palate offer exotic fruit juicy peach note candy citrus zest ,Vin Soave,88,15.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Inama 2015 Vin Soave  (Soave Classico),Garganega,Inama
US,aromas herb pear apple skin follow spritely fruit flavor linger finish ,Blanc de Noir,88,70.0,Washington,Lake Chelan,Columbia Valley,Sean P. Sullivan,@wawinereport,Karma Vineyards 2013 Blanc de Noir Sparkling (Lake Chelan),Sparkling Blend,Karma Vineyards
US,lemberger become something signature variety winery aromas orange peel leather red fruit follow plentiful bandaid redfruit flavor linger finish ,Estate Bottled,88,15.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Kiona 2013 Estate Bottled Lemberger (Red Mountain),Lemberger,Kiona
US,wine blend grenache 46 cinsault 31 counoise pretty pale peach color offer quite light aromas strawberry watermelon flavor sleek light cap tart finish ,Estate Grown Pink Pape Blackrock Vineyard,88,18.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Tranche 2015 Estate Grown Pink Pape Blackrock Vineyard Rosé (Yakima Valley),Rosé,Tranche
US,dark cherry herb medicine cabinet note lead bright cherry flavor tannins provide chew ,,88,34.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Trust 2013 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Trust
Argentina,roast gritty aromas bacon spicy oak burn surface fleshy full body moderate acidity herbal minty lightly green berry flavor rooty accent oaky makeup finish flavor mint raw oak blend herbal berry leftovers ,Famiglia Bianchi,88,20.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Valentin Bianchi 2014 Famiglia Bianchi Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Valentin Bianchi
Chile,nectarine apricot botrytis aromas sound familiar round full quite sticky taste like toffee honey pear bake spice flavor nutmeg particular finish ,Toro de Piedra Grand Reserve Late Harvest,88,12.0,Curicó Valley,,,Michael Schachner,@wineschach,Viña Requingua 2013 Toro de Piedra Grand Reserve Late Harvest Sauvignon Blanc-Semillon (Curicó Valley),Sauvignon Blanc-Semillon,Viña Requingua
US,sultry vanilla smoke bergamot note thread languorously nose intensely perfume chardonnay palate subdue show zesty red apple lemon anchor crisp acidic backbone touch woody could balance years bottle age ,Reserve,88,18.0,New York,Hudson River Region,New York Other,Anna Lee C. Iijima,,Whitecliff Vineyard 2014 Reserve Chardonnay (Hudson River Region),Chardonnay,Whitecliff Vineyard
Georgia,deep ruby glass wine offer bouquet cassis strawberry bright first sip chalky tannins quickly make presence know amidst flavor black cherry anise juniper berry come head pleasantly bitter applepeel finish ,Mukuzani,88,12.0,Kakheti,,,Mike DeSimone,@worldwineguys,Wine Man 2014 Mukuzani Saperavi (Kakheti),Saperavi,Wine Man
New Zealand,yealands base awatere valley subregion marlborough offer generally cooler later ripen main wairau valley fresh sappy mediumbodied pinot noir feature note cherry vanilla herb provide easy quaff next years ,Single Vineyard,88,25.0,Awatere Valley,,,Joe Czerwinski,@JoeCz,Yealands 2014 Single Vineyard Pinot Noir (Awatere Valley),Pinot Noir,Yealands
Argentina,aromas oak mint cola accent earthy blackfruit scent front palate thats tannic raw firm structure berry salty oaky flavor finish grabby dry tannins peppery spice ,Q,88,20.0,Mendoza Province,Valle de Uco,,Michael Schachner,@wineschach,Zuccardi 2014 Q Malbec (Valle de Uco),Malbec,Zuccardi
Uruguay,ripe earthy aromas raisin oaky vanilla open heavy saturate tannat display jag tartaric acidity heat 155 abv stew berry raisin vanilla flavor finish full tannic chunky seem bite overdo overripe ,B2 Parcela Unica,88,43.0,Canelones,,,Michael Schachner,@wineschach,Bouza 2013 B2 Parcela Unica Tannat (Canelones),Tannat,Bouza
US,hot pink color wine offer plentiful aromas cherry watermelon drink dry sugary sweetfruit flavor provide appeal ,Abracadabra,88,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Brian Carter Cellars 2015 Abracadabra Rosé (Columbia Valley (WA)),Rosé,Brian Carter Cellars
Italy,open aromas grill herb resin stew plum cook spice robust palate deliver raisin dry black cherry spirit licorice tobacco dry sage alongside brace grainy tannins clench finish ,Terre di Cariano Riserva,88,60.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Cecilia Beretta 2011 Terre di Cariano Riserva  (Amarone della Valpolicella Classico),Red Blend,Cecilia Beretta
Argentina,earthy aromas raisin blackberry barnyard animal dense feel clampy grabby heavy enough acidity maintain sense balance salty savory plum berry flavor finish final wave salt earthy roast berry fruit ,Estate Selection,88,27.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Chakana 2014 Estate Selection Malbec (Mendoza),Malbec,Chakana
US,oak fore aromas note vanilla toast spice along cream flavor full body lightly creamy feel ,Ethos Reserve,88,36.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2014 Ethos Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
US,one chronic brothers beloved bottle blend 46 syrah 27 grenache 22 petite sirah 3 mourvèdre 2 tannat show vibrant fresh aromas boysenberries cola lavender nose easy enjoy sip red currant red plum cranberry flavor gain depth oregano marjoram herbs ,Sofa King Bueno,88,22.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Chronic Cellars 2014 Sofa King Bueno Red (Paso Robles),Rhône-style Red Blend,Chronic Cellars
US,make 85 grenache 15 syrah kick ranch vineyard salmoncolored quaffer ferment concrete hard describe aromatically take time open dry taste watermelon hint clovelike spice remain fresh palate lightweight ,,90,25.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Kale 2014 Rosé (Sonoma County),Rosé,Kale
US,crisp citrus noticeable tension soften glass wine offer tremendous value elegance medium body well integrate term oak power lovely note preserve lemon finish ,Signature Series,90,13.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Kirkland Signature 2013 Signature Series Chardonnay (Russian River Valley),Chardonnay,Kirkland Signature
US,blend cabernet sauvignon merlot syrah petit verdot cabernet franc wine aromatically brood note pencil lead barrel spice herb medicine cabinet cherry flavor rich full body show concentration depth ,Signature Series,90,17.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Kirkland Signature 2013 Signature Series Red (Columbia Valley (WA)),Red Blend,Kirkland Signature
France,rich fragrant perfume white flower lemon blossom apples crisp pears lime give fresh tightly fruity taste aftertaste bright also rich drink ,,90,19.0,France Other,Roussette de Savoie,,Roger Voss,@vossroger,Les Rocailles 2014  Roussette de Savoie,Altesse,Les Rocailles
US,majority fruit producers calistoga oakville estate vineyards well healdsburg property dry citrusladen wine zesty refresh lime grapefruit acidity dial high yet remain balance density fruit body overall effect right term ripen ,,90,25.0,California,Napa County-Sonoma County,Napa-Sonoma,Virginie Boone,@vboone,Twomey 2014 Sauvignon Blanc (Napa County-Sonoma County),Sauvignon Blanc,Twomey
US,nicely blend mix 37 zinfandel smaller amount petite sirah syrah merlot cabernet sauvignon petit verdot kitchensink effort reward juicy red fruit herbal cedar accent mediumbodied weight tannin strength finish lengthy vanilla smoke ,EnTycement,90,28.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Ty Caton 2012 EnTycement Red (Sonoma County),Red Blend,Ty Caton
US,like genie release bottle wine rise aromas violets herbs cranberry bittersweet chocolate palate tart vibrant acidity along silky feel little apparent newoak influence interfere fruit savory flavor pretty wine need pair food fully appreciate ,Damavian Les Collines Vineyard,90,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,W.T. Vintners 2012 Damavian Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Syrah,W.T. Vintners
US,five years harvest bold penetrate merlot still baby long promise future ahead subtle whiff crisp red cherry mushroom seem quiet nose palate deeply concentrate black plum cherry flavor penetrate yet deftly ground core mouth pucker tannin acidity enjoy start 2020 maintain much longer ,Grand Vin,90,35.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Waters Crest 2010 Grand Vin Merlot (North Fork of Long Island),Merlot,Waters Crest
US,vibrant aromas black plum cassis dry leather licorice herb lead full sweet softfeeling dark fruit flavor linger ,,90,40.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,William Church 2012 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,William Church
US,knight valley continue fine spot variety evidence wine extremely vibrant grassy lemon zest melon pure expression grape offer enough oomph remain consistent textured end succulent suggestion apricot ,Helena Bench,90,40.0,California,Knights Valley,Sonoma,Virginie Boone,@vboone,Matanzas Creek 2013 Helena Bench Sauvignon Blanc (Knights Valley),Sauvignon Blanc,Matanzas Creek
Italy,aromas grind pepper cleave mature plum black currant char earth emerge cabernet sauvignoncabernet franc blend whiff game palate deliver dry black cherry blackberry extract licorice grill herbs alongside firm finegrained tannins tobacco note mark close ,Tenuta Belguardo,90,50.0,Tuscany,Maremma Toscana,,Kerin O’Keefe,@kerinokeefe,Mazzei 2011 Tenuta Belguardo  (Maremma Toscana),Red Blend,Mazzei
Italy,fresh structure offer aromas ripe darkskinned berry mature plum violet coffee bake spice smooth palate note chocolate chop mint cleave accent black cherry core bright acidity finegrained tannins provide balance structure ,La Court,90,50.0,Piedmont,Barbera d'Asti Superiore,,Kerin O’Keefe,@kerinokeefe,Michele Chiarlo 2012 La Court  (Barbera d'Asti Superiore),Barbera,Michele Chiarlo
US,hefty concentrate satisfy wine pair big proteins dense redblack color aromas blackberry jam dry plums lead bold fruit flavor full body thick nicely tannic texture intense plum blackberry character last linger finish ,Clone 877.4.369.362,90,29.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Miraflores 2012 Clone 877.4.369.362 Red (El Dorado),Rhône-style Red Blend,Miraflores
Italy,aromas scorch earth overripe blackskinned fruit whiff game lead nose palate fresher offer fleshy black cherry crush raspberry dark cook spice hint menthol firm finegrained tannins provide support tobacco note signal close ,Rocche di Castiglione Falletto,90,40.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Monchiero 2011 Rocche di Castiglione Falletto  (Barolo),Nebbiolo,Monchiero
US,dry leaf cherry woodspice medicinal aromas follow supple sweet cherry flavor back lightly grainy tannins tart lick acid intrigue wine keep come back ,,90,32.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Mosquito Fleet 2012 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Mosquito Fleet
US,make stainlesssteel grassy style feature charm balance peach apricot buzz background maintain fruit amidst natural acidity delightfully drinkable finish lean crisp ,,90,19.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Pech Merle 2014 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Pech Merle
England,mix fruity note immediately hit white currant gooseberry apple citrus palate slender fizz primary fruit flavor overtones meadow flower frothy refresh fun surface serious backbone intent ,Blanc de Blancs,90,46.0,England,,,Anne Krebiehl MW,@AnneInVino,Ridgeview Estate 2011 Blanc de Blancs Chardonnay (England),Chardonnay,Ridgeview Estate
US,leather cook meats open nose wine southern california also show aromas blackberry extract sip offer dark dense flavor sweet tar concentrate violets pinch lavender hold together grippy tannins ,VIneyard Riserva,90,36.0,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Robert Renzoni 2011 VIneyard Riserva Sangiovese (Temecula Valley),Sangiovese,Robert Renzoni
US,several varieties figure blend 26 zinfandel 21 syrah smaller amount merlot petite sirah malbec petit verdot cabernet sauvignon big powerful smoky leather black currant offer rich softness palate tightly wind savory peppery aspect finish ,Heritage,90,30.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Roth 2012 Heritage Red (Sonoma County),Red Blend,Roth
US,herb dark raspberry flower aromas take lead young wine saw five months neutral french oak cherry flavor plush feel linger finish understate wine appeal sense ,Copeland Vineayard,90,26.0,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Savage Grace 2014 Copeland Vineayard Cabernet Franc (Rattlesnake Hills),Cabernet Franc,Savage Grace
US,60 majority zinfandel play nicely 40 petite sirah blend happy union big ripe blackberry thick tannins smooth palate touch vanilla highlight red black fruit complementary wave stay juicy throughout ,San Lorenzo Estate,90,60.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Seghesio 2012 San Lorenzo Estate Red (Alexander Valley),Red Blend,Seghesio
US,powerful blend 55 cabernet sauvignon 40 sangiovese 5 cabernet franc longtime urban winemaker benjamin silver come together big way aromas recall rosemarycrusted beef boysenberry sweet tar thank oakaging caramel vanilla rich palate show black cherry black raspberry pinch tarragon ,I Tre Figli,90,35.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Silver 2009 I Tre Figli Red (Santa Barbara County),Red Blend,Silver
US,round small amount merlot malbec petit verdot cab earthy lean entry develop glass juicy dark cherry leathery note smooth integrate oak tannin leave impression term texture persistence tannin finish ,,90,53.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Stags' Leap Winery 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stags' Leap Winery
US,blend syrah merlot malbec wine aromas berry cocoa vanilla cranberry cherry flavor tart full flavor velvety feel ,,90,31.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,The Conqueror 2012 Red (Horse Heaven Hills),Red Blend,The Conqueror
France,flint clay soil full ripe wine tangy pack fruit still young elegant tight mineral structure give bright edge round fruit drink intense generous wine 2017 ,La Demoiselle de Bourgeois,90,35.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Henri Bourgeois 2013 La Demoiselle de Bourgeois  (Pouilly-Fumé),Sauvignon Blanc,Henri Bourgeois
US,wine make big impression wild earthy aromas dense fruitladen flavor blend ripe plum smoke tart blackberry rich black cherry note base firm tannins fresh acidity rich complex carry linger finish make 85 mourvèdre plus syrah grenache counoise ,Patriarche,90,32.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Holly's Hill 2013 Patriarche Red (El Dorado),Red Blend,Holly's Hill
US,justcracked yeasty sourdough bread dry lemonskin aromas float bottleaged sparkler esteem longtime producer winemaker son name wine honor birth year oxidative warmth give bready depth palate show lot toast lemon marmalade flavor ,Twenty-Seven Blanc de Blanc,90,50.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Kathryn Kennedy 2004 Twenty-Seven Blanc de Blanc Chardonnay (Santa Cruz Mountains),Chardonnay,Kathryn Kennedy
US,complex tannins confound palate first mellow back side invite gregarious amount leather black pepper blackberry waft cigar smoke mix fullerbodied style wine benefit time cellar 2020 ,,90,38.0,California,Rockpile,Sonoma,Virginie Boone,@vboone,Keating 2012 Petite Sirah (Rockpile),Petite Sirah,Keating
Chile,plum cassis floral hint spicy char aromas open syrahled blend hail warm year feel jammy dense full body peppery chocolaty blackberry flavor end dark deep strong aftershock olive herbal flavor drink 2019 ,Kuyen,90,40.0,Maipo Valley,,,Michael Schachner,@wineschach,Antiyal 2012 Kuyen Red (Maipo Valley),Red Blend,Antiyal
US,cocoa vanilla bake spice aromas lead wine along plum palate rich textured dark fruit flavor intermingle barrel spice fruit oak equal foot ,Stonetree Vineyard,90,25.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Locus 2012 Stonetree Vineyard Syrah (Wahluke Slope),Syrah,Locus
US,mint tarragon come fore aromatically vineyarddesignate soft approachable mix juicy plum red berry chocolate fuller style ripe itll well table grill roast fare finish kick black pepper ,Olive Hill Estate Vineyards,86,55.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,B.R. Cohn 2010 Olive Hill Estate Vineyards Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,B.R. Cohn
Spain,lead leesy flavor melon stone fruit follow mild citric acidity drive palate flavor stonefruit pit nectarine touch bitter finish minerally shoot lemon zest ,Particular,86,15.0,Northern Spain,Cariñena,,Michael Schachner,@wineschach,Bodegas San Valero 2013 Particular Chardonnay (Cariñena),Chardonnay,Bodegas San Valero
Italy,aromas exotic fruit fragrant white flower lead nose straightforward palate offer tart green apple juicy citrus alongside lively acidity ,Villa Marchesi,86,11.0,Northeastern Italy,Friuli Grave,,Kerin O’Keefe,@kerinokeefe,Cantina di Bertiolo 2014 Villa Marchesi Pinot Grigio (Friuli Grave),Pinot Grigio,Cantina di Bertiolo
Portugal,name 14thcentury english princess marry portuguese king soft round style vinho verde yellow fruit melon pear flavor full texture drink foodfriendly wine ,Filipa de Lencastre,86,25.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vila Nova 2013 Filipa de Lencastre White (Vinho Verde),Portuguese White,Casa de Vila Nova
Portugal,blackberry jam aromas lead fruity wine soft juicy fresh round balance acidity open generous character drink ,Santos da Casa,86,13.0,Alentejano,,,Roger Voss,@vossroger,Casca Wines 2013 Santos da Casa Red (Alentejano),Portuguese Red,Casca Wines
Portugal,blend arinto fernão pires give citrusflavored wine fruity ready drink theres attractive texture orange zest well pepper spice ,Casaleiro Reserva,86,25.0,Tejo,,,Roger Voss,@vossroger,Caves Velhas 2014 Casaleiro Reserva White (Tejo),Portuguese White,Caves Velhas
Portugal,mineral herbaceous crisp taut textured wine show tangy character lemon zest bright acidity still young drink end 2015 ,Rede Branco,86,11.0,Douro,,,Roger Voss,@vossroger,Quinta da Rede 2013 Rede Branco White (Douro),Portuguese White,Quinta da Rede
US,similar winerys regular pinot noir move quickly along age curve hint strawberry fruit cloak barrel flavor mocha cracker drink soon ,Winemaker's Reserve,86,39.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Reustle 2013 Winemaker's Reserve Pinot Noir (Umpqua Valley),Pinot Noir,Reustle
US,red plum compote center wine 100 varietal hearty burst herb green pepper well savory spice cooler coombsville appellation soft round paler thinner side napas ripen spectrum restrain ,Estate Grown Mt. George Vineyard,86,35.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Silverado 2011 Estate Grown Mt. George Vineyard Merlot (Napa Valley),Merlot,Silverado
US,inaugural vintage wine name water goddess offer herb grass lemon peach around medium body influence oak develop glass tropical fruit unfurl refresh spritz settle tart finish ,Aveta,86,26.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Stag's Leap Wine Cellars 2013 Aveta Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Stag's Leap Wine Cellars
Portugal,always easy light fruity wine full peach apple flavor lightly textured tangy orange zest full fresh crisp acidity wine ready drink ,Marquês de Borba Branco,86,15.0,Alentejo,,,Roger Voss,@vossroger,J. Portugal Ramos 2014 Marquês de Borba Branco White (Alentejo),Portuguese White,J. Portugal Ramos
Chile,prickly snappy herbal nose edgy pinot crisp cut palate tea spice raspberry plum flavor match spicy oak juicy acidity ,Secreto,86,15.0,Casablanca Valley,,,Michael Schachner,@wineschach,Viu Manent 2013 Secreto Pinot Noir (Casablanca Valley),Pinot Noir,Viu Manent
Australia,spicy floral nose surprisingly round soft australian riesling still attractive try young apéritif gentleness subtly prime palate things come ,The Y Series,86,12.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Yalumba 2014 The Y Series Riesling (Barossa),Riesling,Yalumba
US,cranberry strawberry rise top cabernet sauvignonbased blend term aroma flavor color weight wine light ruby red dry tannin herb intermingle around soft texture become pucker finish small amount merlot petit verdot cabernet franc within blend ,Cardinal's Peak,86,54.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Terlato 2011 Cardinal's Peak Red (Napa Valley),Bordeaux-style Red Blend,Terlato
US,mix oak hazelnut savoriness contrast piquantly tart meyer lemon grapefruit everything structure around medium body abbreviate finish ,,86,24.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Treasure 2013 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Treasure
US,jammy ripe concentrate extract wine rich blackberry plum approachable offer kick heat black pepper finish ,Red Rooster Old Vine,86,33.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Truett Hurst 2012 Red Rooster Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Truett Hurst
US,bake pear honeysuckle combine around floral perfumy vibe wine medium weight texture body crisp lemony finish round wine structure soft ,,86,22.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Markham 2013 Chardonnay (Napa Valley),Chardonnay,Markham
Uruguay,cherryberry aromas floral also bite furry volatile palate uncommon blend feel fruity also like grapeskins mean rubbery pinch equally rubbery flavor black plum berry fruit turn mildly bitter finish ,Tannat-Merlot-Zinfandel,86,16.0,Canelones,,,Michael Schachner,@wineschach,Artesana 2013 Tannat-Merlot-Zinfandel Red (Canelones),Red Blend,Artesana
US,wine bottle perhaps round flavor components tend toward candy cherry spice age american oak tannins remain tightgrained aromas focus wine fall somewhat flat finish ,Cuvée Louis,86,30.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Beaucanon 2007 Cuvée Louis Cabernet Franc (Napa Valley),Cabernet Franc,Beaucanon
US,sharply aromatic peppery herb bramble thistle substantial core cranberry fruit tannins chewy earthy herbal characteristics along unintegrated oak french american dominate ,,86,25.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Bryx 2012 Pinot Noir (Willamette Valley),Pinot Noir,Bryx
Portugal,huge fruity wine pack tannins superripe fruit big wine sense massive structure bold red berry flavor theres ripe juicy end powerful wine ,Valdazar,86,24.0,Bairrada,,,Roger Voss,@vossroger,Campolargo 2011 Valdazar Red (Bairrada),Portuguese Red,Campolargo
Portugal,lemon freshly squeeze lime give attractive wine crisp bright texture round end perfume flavor moscatel blend fruity textured wine need months drink drink late 2015 ,Tons de Duorum,86,12.0,Douro,,,Roger Voss,@vossroger,Duorum 2014 Tons de Duorum White (Douro),Portuguese White,Duorum
Chile,gritty aromas sulfur matchstick come citrus fieldlike scent round lively palate lemon sulfuric bitterness finish green briny juicy wine plump oily enough zest maintain balance ,Del Viento Paredones Estate Single Vineyard,86,20.0,Colchagua Valley,,,Michael Schachner,@wineschach,Estampa 2014 Del Viento Paredones Estate Single Vineyard Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,Estampa
US,charlie chenoweths vineyard site come tinyproduction white thickly textured caramelize apple pear oaky imprint first dense intense take time unwind glass show nuanced aspects corn mash cleave ,Chenoweth Vineyard,90,88.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,La Pitchoune 2013 Chenoweth Vineyard Chardonnay (Russian River Valley),Chardonnay,La Pitchoune
US,shy reserve nose wine invitingly smooth velvety texture intensity core anise black tea rise petals cherry pie figure juicy succulence make pleasurable first sip last drop ,Grand Detour,90,35.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Landmark 2014 Grand Detour Pinot Noir (Sonoma Coast),Pinot Noir,Landmark
US,wine combine 42 merlot 30 cabernet sauvignon 23 malbec 5 cabernet franc invite juicy red berry currant accent lavender herb full figure offer additionally compel layer subtle spice focus finish ,Paysage Estate Grown,90,62.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Lasseter 2012 Paysage Estate Grown Red (Sonoma Valley),Bordeaux-style Red Blend,Lasseter
US,almost sweet oakiness round corner fullbodied lavishly flavorful wine waft vanilla chocolate aromas ripe black cherry dark chocolate palate linger bakingspice character finish ,Estate Bottled,90,28.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Lava Cap 2012 Estate Bottled Cabernet Franc (El Dorado),Cabernet Franc,Lava Cap
Germany,touch spring blossom perfume note smoke strike flint nose kabinett delightfully zingy cast dart lemonlime acidity flavor sweet tangerine apricot steely mineraltoned finish exhilarate long ,Piesporter Goldtröpfchen Kabinett,90,17.0,Mosel,,,Anna Lee C. Iijima,,Leonard Kreusch 2015 Piesporter Goldtröpfchen Kabinett Riesling (Mosel),Riesling,Leonard Kreusch
Germany,subdue smoke earth tone nose contrast concentrate tangerine crunchy peach flavor bristle kabinett lithe lean boast pierce lime backbone exhilarate sense delicate honey tone soften linger finish ,Piesporter Michelsberg Kabinett,90,13.0,Mosel,,,Anna Lee C. Iijima,,Leonard Kreusch 2015 Piesporter Michelsberg Kabinett Riesling (Mosel),Riesling,Leonard Kreusch
US,tangy grapefruit gooseberry flavor make new wine jackson family estates lively fresh palatecleansing medium body good concentration brace acidity ,,90,17.0,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Liberated 2015 Sauvignon Blanc (North Coast),Sauvignon Blanc,Liberated
US,vivid tangy cherry raspberry flavor practically light mediumbodied polish complex wine pour red cherry cranberry raspberry refresh burst sip lightly astringent lipsmacking finish ,Five Thirteen,90,35.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Donkey & Goat 2014 Five Thirteen Red (El Dorado),Red Blend,Donkey & Goat
US,mediumbodied wine walk path smell like flower honey ripe peach taste fresh nicely tart lightly tannic floral make adventurous energize path take ,Grenache Noir,90,28.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Donkey & Goat 2015 Grenache Noir Grenache (El Dorado),Grenache,Donkey & Goat
Italy,linear refresh vibrant sparkler offer aromas ripe citrus yeasty bread crust whiff mediterranean brush blend chardonnay pinot nero sleek polish palate deliver ripe lemon nectarine rosemary mineral note alongside bright acidity finish clean dry ,Brut Metodo Classico,90,25.0,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Donnafugata 2012 Brut Metodo Classico Sparkling (Sicilia),Sparkling Blend,Donnafugata
